pbmy587069805,35,4.7,2022-04-06,20:00:00,Metropolitian ,Apparel
wasv461278289,20,4.5,2022-03-17,12:50:00,Metropolitian ,Kitchen
byhp076235734,23,4.6,2022-03-31,21:40:00,Metropolitian ,Home
ohfh963147472,37,5.0,2022-02-17,19:55:00,Metropolitian ,Sports
nkmh560985800,26,4.8,2022-03-09,19:35:00,Metropolitian ,Shoes
gvea147758996,29,5.0,2022-03-27,22:35:00,Urban ,Sports
cypx969023715,26,4.9,2022-03-25,17:10:00,Metropolitian ,Apparel
oamt174420009,29,4.8,2022-03-11,19:35:00,Metropolitian ,Electronics
vmgc964372188,29,4.7,2022-03-03,10:30:00,Metropolitian ,Snacks
jnge623681084,21,4.9,2022-02-15,18:10:00,Metropolitian ,Electronics
kzvx918950241,22,4.3,2022-03-07,10:10:00,Metropolitian ,Apparel
rlgt572766152,31,4.0,2022-03-18,17:50:00,Metropolitian ,Kitchen
lvnz878892159,20,4.5,2022-04-03,08:50:00,Other,Apparel
zhyo265634674,30,3.9,2022-04-06,19:55:00,Metropolitian ,Apparel
ezxe128319748,36,4.8,2022-03-06,17:55:00,Metropolitian ,Shoes
kifq556800414,24,4.7,2022-03-19,15:30:00,Metropolitian ,Cosmetics
carl757119263,32,4.7,2022-03-21,09:40:00,Metropolitian ,Jewelry
ywqd911535741,25,5.0,2022-03-19,18:20:00,Metropolitian ,Clothing
ppqt362000534,27,4.5,2022-03-28,15:35:00,Metropolitian ,Skincare
czis944259836,32,4.1,2022-03-29,18:15:00,Metropolitian ,Skincare
ibwr067523869,23,4.7,2022-03-17,16:55:00,Urban ,Grocery
fyao616279169,39,4.4,2022-03-29,18:10:00,Metropolitian ,Shoes
bfvj522482572,20,4.8,2022-03-21,19:15:00,Metropolitian ,Apparel
zeaw181992534,20,4.8,2022-03-04,18:25:00,Other,Cosmetics
tkua467465647,29,4.6,2022-02-15,20:30:00,Metropolitian ,Skincare
ljgp550489562,26,4.9,2022-03-29,22:55:00,Metropolitian ,Snacks
hnoc705310037,25,5.0,2022-02-13,10:55:00,Metropolitian ,Apparel
lzkv724137602,34,4.7,2022-04-03,16:00:00,Metropolitian ,Shoes
qpqb113436782,31,4.9,2022-02-13,14:50:00,Metropolitian ,Toys
teij116088130,24,4.7,2022-03-16,20:20:00,Metropolitian ,Cosmetics
zutg690542042,30,4.9,2022-04-02,19:00:00,Metropolitian ,Skincare
qphf884454355,36,4.8,2022-03-20,18:15:00,Metropolitian ,Apparel
fcib257172141,36,4.4,2022-03-29,23:35:00,Metropolitian ,Home
fium151549195,26,4.7,2022-03-04,19:35:00,Metropolitian ,Apparel
vvnq162473052,30,4.6,2022-03-27,23:35:00,Other,Apparel
hhem665543827,20,4.8,2022-02-11,18:00:00,Metropolitian ,Shoes
zfgf746938367,33,4.7,2022-03-09,18:10:00,Urban ,Books
nfdj333236314,34,4.0,2022-03-12,21:10:00,Metropolitian ,Clothing
zfxe533340329,36,4.6,2022-04-04,23:40:00,Metropolitian ,Clothing
kwmv603335255,33,4.6,2022-02-11,11:00:00,Metropolitian ,Apparel
gopn683041817,22,4.8,2022-02-18,22:45:00,Metropolitian ,Jewelry
ppri902151840,38,4.7,2022-03-19,11:00:00,Metropolitian ,Clothing
libi732501950,27,4.9,2022-03-02,23:25:00,Metropolitian ,Kitchen
kdbu035077095,32,4.8,2022-02-14,21:00:00,Metropolitian ,Books
mfol662804540,26,4.8,2022-03-27,19:30:00,Metropolitian ,Home
bdgu970232668,29,4.5,2022-03-04,22:55:00,Urban ,Toys
odlo529484325,31,4.5,2022-04-06,20:25:00,Urban ,Pet Supplies
vxvr447893698,28,4.6,2022-03-26,12:35:00,Metropolitian ,Outdoors
fmhd254099683,21,4.8,2022-02-11,18:55:00,Metropolitian ,Toys
evzr452255970,21,4.0,2022-03-28,22:45:00,Metropolitian ,Clothing
hdgi344002220,30,4.9,2022-03-18,23:45:00,Metropolitian ,Skincare
ypdy132507323,29,4.7,2022-02-11,15:25:00,Urban ,Shoes
vpun175942482,20,4.8,2022-03-28,11:30:00,Metropolitian ,Sports
cdkz589624699,28,5.0,2022-02-16,22:35:00,Urban ,Electronics
kiyg810534481,25,4.7,2022-03-16,23:35:00,Metropolitian ,Grocery
pwbi898606991,38,4.8,2022-03-28,10:25:00,Metropolitian ,Apparel
taqg748867597,39,4.9,2022-03-03,22:20:00,Metropolitian ,Pet Supplies
dkgi875489081,26,4.9,2022-03-13,17:15:00,Metropolitian ,Electronics
ubag651976139,33,4.4,2022-03-14,21:30:00,Urban ,Sports
zxtz236128998,24,4.6,2022-03-01,18:40:00,Urban ,Home
hmju318251956,24,4.9,2022-03-21,15:10:00,Metropolitian ,Sports
ltwr528697521,33,4.5,2022-03-10,22:50:00,Metropolitian ,Snacks
jsku204560077,35,4.2,2022-03-20,19:30:00,Metropolitian ,Shoes
istj070213071,27,4.2,2022-04-06,20:30:00,Metropolitian ,Jewelry
dahw022547497,29,4.5,2022-04-03,18:45:00,Metropolitian ,Electronics
vvgj958702360,34,4.7,2022-02-12,23:10:00,Metropolitian ,Skincare
rabu202619192,20,4.7,2022-02-11,11:10:00,Metropolitian ,Grocery
aeuj226729421,29,4.8,2022-04-05,13:50:00,Metropolitian ,Shoes
rbiv368919286,22,4.9,2022-04-05,18:40:00,Metropolitian ,Kitchen
kxfb230420855,35,4.9,2022-02-18,21:15:00,Metropolitian ,Grocery
hwmm104541576,32,4.4,2022-02-12,21:45:00,Metropolitian ,Kitchen
qnwk753395424,28,4.9,2022-02-14,21:20:00,Metropolitian ,Toys
vvqg343205052,30,4.7,2022-03-02,22:45:00,Metropolitian ,Home
iuxj806937978,22,4.7,2022-04-04,20:10:00,Urban ,Electronics
yyny933118563,36,4.7,2022-03-09,18:20:00,Metropolitian ,Home
bwhs416644198,23,4.8,2022-03-12,20:40:00,Metropolitian ,Grocery
rfxd157515921,22,4.8,2022-04-01,10:00:00,Other,Grocery
pgjt711137922,29,4.5,2022-02-18,22:30:00,Metropolitian ,Jewelry
fxir538138707,34,4.9,2022-03-23,21:50:00,Urban ,Snacks
kezq280741564,38,4.1,2022-03-05,11:50:00,Metropolitian ,Kitchen
dqha770938362,35,5.0,2022-03-27,17:25:00,Metropolitian ,Pet Supplies
biau131098726,38,4.7,2022-03-19,21:55:00,Metropolitian ,Home
zkun393659280,32,4.3,2022-02-16,18:40:00,Metropolitian ,Cosmetics
lxwa140818117,20,4.5,2022-03-02,20:25:00,Metropolitian ,Home
uyid942578627,25,4.9,2022-03-02,21:45:00,Metropolitian ,Skincare
scqu849553683,29,4.5,2022-04-05,22:20:00,Other,Books
mctx146223837,32,4.7,2022-02-13,20:55:00,Metropolitian ,Clothing
cyko979976221,39,4.1,2022-02-14,21:35:00,Metropolitian ,Clothing
uesw387337499,31,4.4,2022-03-20,21:15:00,Urban ,Books
wowz415217997,37,4.5,2022-03-11,23:30:00,Urban ,Apparel
uxsb403561931,36,4.9,2022-02-18,17:15:00,Metropolitian ,Apparel
cyye995820696,37,3.8,2022-04-04,20:45:00,Metropolitian ,Cosmetics
jbts229431770,38,4.9,2022-03-09,13:30:00,Metropolitian ,Toys
iqbd216667101,37,4.4,2022-02-18,22:00:00,Metropolitian ,Cosmetics
bszz787750715,21,4.9,2022-03-20,23:20:00,Other,Snacks
eynm000731182,35,4.9,2022-03-26,18:35:00,Metropolitian ,Toys
cdmn013747827,22,4.8,2022-03-29,20:40:00,Urban ,Electronics
fxuz549696901,28,4.8,2022-03-01,08:25:00,Metropolitian ,Home
jtpt648811611,39,4.0,2022-03-18,17:45:00,Metropolitian ,Jewelry
oxji736034406,29,4.5,2022-03-31,22:25:00,Urban ,Home
rihr033620085,39,4.6,2022-03-30,11:30:00,Metropolitian ,Pet Supplies
gczg917526696,25,4.9,2022-03-06,21:45:00,Urban ,Kitchen
svpx912240732,34,5.0,2022-03-05,17:25:00,Urban ,Home
asgd164341326,22,4.8,2022-03-26,09:40:00,Metropolitian ,Electronics
xqcr834027606,27,5.0,2022-02-16,20:55:00,Metropolitian ,Sports
dmrl564554163,28,4.5,2022-03-12,17:10:00,Urban ,Clothing
efrs776811164,32,5.0,2022-03-01,18:25:00,Metropolitian ,Skincare
ljep947754095,27,4.6,2022-03-16,17:55:00,Metropolitian ,Shoes
ljfy543933323,35,3.9,2022-03-29,19:55:00,Metropolitian ,Toys
fshk983313794,22,4.6,2022-03-05,23:00:00,Metropolitian ,Snacks
wypw496102732,35,4.7,2022-02-17,21:15:00,Metropolitian ,Sports
ayns342721271,30,4.6,2022-03-13,10:40:00,Urban ,Cosmetics
thym058259757,39,4.8,2022-03-13,11:20:00,Urban ,Shoes
lgzn457957462,33,4.8,2022-04-03,18:00:00,Metropolitian ,Skincare
qezt047211927,20,4.7,2022-03-23,17:10:00,Urban ,Pet Supplies
gzdo509306528,20,4.7,2022-03-01,18:25:00,Urban ,Pet Supplies
ersz046238543,34,4.2,2022-03-13,23:10:00,Urban ,Electronics
tgpw108094548,22,4.7,2022-03-29,17:15:00,Metropolitian ,Clothing
inqt227293158,37,4.3,2022-03-15,11:55:00,Metropolitian ,Clothing
mwyi621708115,20,4.8,2022-03-09,09:30:00,Urban ,Snacks
hzpx007931304,33,4.9,2022-04-05,22:40:00,Metropolitian ,Electronics
gbab110045112,21,5.0,2022-04-02,17:10:00,Metropolitian ,Home
hvpj165495397,33,4.6,2022-03-10,17:10:00,Metropolitian ,Clothing
ceed295586354,24,4.6,2022-03-23,18:30:00,Urban ,Grocery
tonn051257985,36,4.7,2022-03-13,11:50:00,Metropolitian ,Skincare
erap841821582,30,4.6,2022-03-07,19:00:00,Metropolitian ,Grocery
iavt937545530,32,4.9,2022-03-18,23:55:00,Metropolitian ,Jewelry
trka856987401,28,4.6,2022-03-31,19:45:00,Metropolitian ,Toys
lcgk008504983,21,4.7,2022-04-04,20:30:00,Metropolitian ,Home
zqro449286965,39,4.9,2022-02-17,11:10:00,Metropolitian ,Snacks
syeh579470089,32,4.7,2022-03-26,09:00:00,Metropolitian ,Shoes
zhab316861798,20,4.5,2022-03-28,19:30:00,Urban ,Home
qqjl805129936,36,5.0,2022-03-15,08:20:00,Urban ,Grocery
weco669309017,28,4.8,2022-03-17,11:00:00,Urban ,Jewelry
zbel647135442,32,4.5,2022-03-09,20:30:00,Metropolitian ,Electronics
emwe467794784,39,4.4,2022-04-02,19:45:00,Metropolitian ,Toys
xznm347660092,30,4.7,2022-03-29,22:25:00,Metropolitian ,Grocery
nyfh224947388,32,4.4,2022-03-05,16:00:00,Metropolitian ,Grocery
uvri048682496,23,4.6,2022-03-29,21:30:00,Metropolitian ,Home
bbws342212288,21,4.8,2022-03-05,15:25:00,Other,Clothing
wsoh266827723,31,4.2,2022-03-05,17:25:00,Metropolitian ,Outdoors
leff787822709,37,4.6,2022-03-13,11:45:00,Urban ,Books
talu198958493,20,4.5,2022-03-03,20:15:00,Metropolitian ,Kitchen
anfx475383342,28,4.5,2022-03-03,10:25:00,Metropolitian ,Electronics
eddt314765083,22,4.9,2022-03-24,08:25:00,Metropolitian ,Clothing
pcyt916802893,20,4.7,2022-03-15,17:15:00,Urban ,Grocery
ungk686699285,34,4.8,2022-03-12,22:45:00,Metropolitian ,Jewelry
jgcy113446649,38,4.8,2022-03-13,12:35:00,Metropolitian ,Shoes
ronf620294989,32,4.5,2022-04-05,12:20:00,Metropolitian ,Shoes
hoxq128553542,34,4.9,2022-03-02,22:55:00,Metropolitian ,Grocery
pmtg425435413,33,3.9,2022-03-08,17:25:00,Metropolitian ,Apparel
qefg170628671,34,4.5,2022-03-21,10:35:00,Metropolitian ,Apparel
bdlk287272047,32,4.6,2022-03-24,21:45:00,Metropolitian ,Kitchen
iqem237229463,34,4.7,2022-03-11,19:50:00,Metropolitian ,Cosmetics
zazf712069296,26,4.6,2022-03-10,19:30:00,Metropolitian ,Apparel
dpcr770207794,31,4.0,2022-03-12,23:45:00,Metropolitian ,Shoes
glsd963477325,39,4.8,2022-03-19,14:50:00,Metropolitian ,Clothing
zhhx122382345,27,4.8,2022-02-15,08:10:00,Metropolitian ,Toys
titu043025048,32,5.0,2022-03-09,21:55:00,Urban ,Shoes
gyxe336866683,32,4.5,2022-02-13,17:10:00,Metropolitian ,Jewelry
zlcm795242431,39,4.1,2022-03-27,18:40:00,Metropolitian ,Pet Supplies
zdvi265864937,36,4.8,2022-03-21,10:15:00,Metropolitian ,Clothing
wduj099075306,37,4.1,2022-03-15,17:45:00,Metropolitian ,Electronics
xhwj851689395,37,4.8,2022-03-26,21:00:00,Metropolitian ,Apparel
opbb084664115,38,3.7,2022-03-25,20:30:00,Metropolitian ,Electronics
nplz786278633,28,4.7,2022-03-01,11:40:00,Metropolitian ,Shoes
vfml243571298,34,3.8,2022-03-10,18:40:00,Metropolitian ,Shoes
evto530786855,32,4.9,2022-03-27,23:15:00,Metropolitian ,Skincare
ckgu502252849,22,4.7,2022-03-11,23:35:00,Urban ,Home
tjxh038296843,31,4.0,2022-02-14,17:45:00,Metropolitian ,Skincare
xhlz301038990,27,4.0,2022-03-29,19:00:00,Metropolitian ,Shoes
zpnu794398600,29,4.9,2022-03-20,19:35:00,Metropolitian ,Outdoors
xiuy990187238,38,4.8,2022-03-28,21:40:00,Metropolitian ,Shoes
