49124,171-8262036-7396339,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,SET224-KR-NP-XL,Set,XL,B08MXFNM51,1,INR,1132.0
49134,404-9674095-7041128,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,JNE3802-KR-XL,kurta,XL,B09K3T96QK,1,INR,487.0
49138,408-7891501-1393915,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,SET333-KR-DPT-M,Set,M,B09RKF4FNJ,1,INR,967.0
49139,408-7891501-1393915,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,J0280-SKD-M,Set,M,B08QGKNC21,1,INR,1556.0
49144,405-8584178-5101966,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,JNE3793-KR-XL,kurta,XL,B09NQ6824N,1,INR,355.0
49146,404-8874122-8743552,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,JNE3797-KR-XL,Western Dress,XL,B09SDXRYBG,1,INR,771.0
49152,407-7570887-8013113,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,J0341-DR-XXXL,Western Dress,3XL,B099NSQP4Z,1,INR,885.0
49153,408-5384140-8465103,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,SET145-KR-NP-L,Set,L,B0822SX9WB,1,INR,788.0
49154,408-2671397-6563516,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,NW031-TP-PJ-XXXL,Set,3XL,B0928WHXM6,1,INR,582.0
49155,171-7643678-4025934,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,JNE3738-KR-XL,kurta,XL,B099NMSHR7,1,INR,383.0
49156,404-6615642-5476348,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,SET356-KR-NP-XXXL,Set,3XL,B09QJ49VXB,1,INR,999.0
49158,406-7807144-5063543,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,J0013-SKD-XXXL,Set,3XL,B08CN3P4HX,1,INR,1072.0
49169,408-4160478-4949143,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,JNE3800-KR-A-S,Western Dress,S,B09TH5VZK6,1,INR,771.0
49171,171-4336198-0844362,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,J0294-TP-XS,Top,XS,B099S81YF8,1,INR,377.0
49175,403-2391051-0249167,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,JNE3687-TU-XXXL,Top,3XL,B098736GK5,1,INR,545.0
49179,403-2680363-1237958,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,SET293-KR-NP-XS,Set,XS,B09K3938KW,1,INR,736.0
49182,408-6553155-3830703,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,J0117-TP-M,Top,M,B08N4TGTRV,1,INR,545.0
49183,408-6553155-3830703,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,J0113-TP-M,Top,M,B08V19JZ2F,1,INR,574.0
49185,403-1750171-3817921,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,SET347-KR-NP-M,Set,M,B09RKF9KV8,1,INR,852.0
49186,408-0131862-2469171,05-31-22,Shipped - Returning to Seller,Merchant,Amazon.in,J0003-SET-M,Set,M,B0894XH3LN,1,INR,696.0
49187,404-4193171-1449933,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,JNE3609-KR-XXL,kurta,XXL,B08W1HC76G,1,INR,568.0
49191,403-9810681-1817140,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,J0281-SKD-L,Set,L,B08QGMNRBT,1,INR,1477.0
49193,407-9497325-8561935,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,SET187-KR-DH-XL,Set,XL,B08B415N6S,1,INR,699.0
49196,403-2595882-9787511,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,J0281-SKD-L,Set,L,B08QGMNRBT,1,INR,1477.0
49198,171-7986788-8605146,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,JNE3640-TP-N-XXL,Top,XXL,B08ZHWQWSX,1,INR,518.0
49199,402-7930018-8407512,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,JNE3797-KR-XL,Western Dress,XL,B09SDXRYBG,1,INR,771.0
49208,403-0736013-3940338,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,JNE3487-KR-S,kurta,S,B08RP1Z6L4,1,INR,345.0
49220,402-6523725-9445100,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,NW030-TP-PJ-L,Set,L,B09G2T795K,1,INR,582.0
49222,402-4776266-0177960,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,JNE3797-KR-XL,Western Dress,XL,B09SDXRYBG,1,INR,771.0
49224,407-4995699-3510700,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,MEN5003-KR-XXL,kurta,XXL,B08YYTBPPP,1,INR,633.0
49234,408-4763190-7206717,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,J0308-DR-XXXL,Western Dress,3XL,B099NTV5ZV,1,INR,665.0
49241,402-2055345-6651519,05-31-22,Shipped - Returned to Seller,Merchant,Amazon.in,JNE3639-TP-N-XL,Top,XL,B08ZHRYMZD,1,INR,518.0
49244,403-7406534-5987564,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,SET355-KR-PP-XXXL,Set,3XL,B09RKFCS6D,1,INR,1229.0
49246,408-1350052-0241160,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,JNE3697-KR-XXL,kurta,XXL,B098133PV5,1,INR,517.0
49247,402-5339105-3217158,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,PJNE3068-KR-5XL,kurta,5XL,B09M768PCX,1,INR,1099.0
49249,171-2169845-9796307,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,JNE3468-KR-XL,kurta,XL,B08RP67NGB,1,INR,399.0
49250,408-5564513-7823506,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,J0341-DR-XXXL,Western Dress,3XL,B099NSQP4Z,1,INR,885.0
49255,403-9149094-4965938,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,SET327-KR-DPT-S,Set,S,B09PN37FYX,1,INR,999.0
49256,403-9149094-4965938,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,SET307-KR-DPT-S,Set,S,B09SDYC9GD,1,INR,736.0
49257,405-3607901-8698729,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,JNE3818-KR-XXL,kurta,XXL,B09LTY88GR,1,INR,475.0
49282,404-7920226-5773169,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,SET436-KR-NP-XS,Set,XS,B09YNXQF36,1,INR,1399.0
49287,403-7773076-5061904,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,JNE3710-DR-M,Western Dress,M,B091T25NQG,1,INR,699.0
49289,404-2909904-1308301,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,JNE3797-KR-XL,Western Dress,XL,B09SDXRYBG,1,INR,771.0
49292,402-7233553-8314762,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,JNE3800-KR-A-XXXL,Western Dress,3XL,B09TH53Q68,1,INR,771.0
49296,407-9955862-3831523,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,SET291-KR-PP-XXXL,Set,3XL,B099NFZJVC,1,INR,605.0
49299,408-8236219-6067504,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,SET278-KR-NP-S,Set,S,B0983F2ZJW,1,INR,0.0
49304,402-8049339-9198736,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,J0341-DR-L,Western Dress,L,B099NRCT7B,1,INR,885.0
49305,171-1822144-4502737,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,SET347-KR-NP-XS,Set,XS,B09RKFBMYD,1,INR,852.0
49313,402-9170198-4888308,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,JNE3865-TP-XXL,Top,XXL,B09TZTZ58D,1,INR,513.0
49321,402-2346651-6160336,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,JNE3779-KR-XL,kurta,XL,B09SDZV7MR,1,INR,346.0
49322,402-2346651-6160336,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,JNE3759-KR-XL,kurta,XL,B099FB2C9L,1,INR,568.0
49323,402-2346651-6160336,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,JNE3798-KR-L,Western Dress,L,B09SDX13G7,1,INR,771.0
49324,402-2346651-6160336,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,JNE3720-KR-XL,kurta,XL,B099F9N2F3,1,INR,517.0
49325,402-5937800-8656361,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,JNE3797-KR-XL,Western Dress,XL,B09SDXRYBG,1,INR,771.0
49327,171-8872256-8581107,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,JNE3431-KR-M,kurta,M,B08KRXQRTY,1,INR,333.0
49335,403-5381737-4235507,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,JNE3753-KR-S,kurta,S,B09K3ZCQPF,1,INR,475.0
49341,171-5491886-9530718,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,SET317-KR-PP-M,Set,M,B09RKDH9X6,1,INR,1199.0
49342,402-6637572-6658710,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,SET327-KR-DPT-XL,Set,XL,B09PN1HZ58,1,INR,999.0
49350,402-7818381-2141121,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,SET236-KR-PP-M,Set,M,B08QGNJZRM,1,INR,788.0
49351,402-7818381-2141121,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,J0126-SKD-M,Set,M,B08V1R5MMB,1,INR,783.0
49354,402-9922343-8350743,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,JNE3567-KR-XXXL,kurta,3XL,B08KRZK1NB,1,INR,399.0
49359,403-5000355-1058733,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,JNE3800-KR-XXL,Western Dress,XXL,B09SDYNZQ5,1,INR,771.0
49362,405-1665636-0235561,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,J0348-SET-XL,Set,XL,B09HNRBVMT,1,INR,478.0
49369,408-5416841-0398762,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,JNE3577-KR-M,kurta,M,B08MYT13YV,1,INR,696.0
49370,406-9398949-0553921,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,JNE3797-KR-XL,Western Dress,XL,B09SDXRYBG,1,INR,771.0
49372,403-0830826-3115548,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,MEN5032-KR-XL,kurta,XL,B08YZ1H4TG,1,INR,811.0
49379,408-1884615-3317140,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,J0308-DR-XXXL,Western Dress,3XL,B099NTV5ZV,1,INR,665.0
49384,405-2586698-4175526,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,JNE3471-KR-L,kurta,L,B08HK3SLGX,1,INR,318.0
49385,405-2586698-4175526,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,JNE3265-KR-L,kurta,L,B07R4ZMLC9,1,INR,318.0
49397,404-8483406-5797166,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,JNE3862-TU-L,Top,L,B09Y3CVP18,1,INR,599.0
49406,406-9044201-9498734,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,JNE3797-KR-XL,Western Dress,XL,B09SDXRYBG,1,INR,771.0
49407,404-3503446-9739531,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,SET187-KR-DH-XL,Set,XL,B08B415N6S,1,INR,699.0
49411,402-3913511-4745929,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,JNE3905-DR-S,Western Dress,S,B09YYPQ7NW,1,INR,869.0
49412,402-0126890-2539528,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,JNE3836-KR-XL,kurta,XL,B09RKBVL7Y,1,INR,666.0
49417,403-8270117-5050743,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,J0003-SET-XXL,Set,XXL,B0894XKVH3,1,INR,696.0
49420,403-0402075-4637925,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,JNE3904-DR-L,Western Dress,L,B09Y25NR54,1,INR,599.0
49429,408-9113969-1382712,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,J0164-DR-M,Ethnic Dress,M,B08QGMPGKT,1,INR,373.0
49437,405-4492243-3583526,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,JNE3818-KR-L,kurta,L,B09LTZH194,1,INR,475.0
49438,408-5081284-4087545,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,JNE3869-DR-L,Western Dress,L,B09RK63SGY,1,INR,0.0
49443,408-1738372-8701132,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,SET397-KR-NP  -M,Set,M,B09RKD6KWL,1,INR,999.0
49445,406-8732459-8998750,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,JNE3798-KR-XS,Western Dress,XS,B09SDY7MHD,1,INR,771.0
49450,406-2512134-8259531,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,JNE3671-TU-XL,Top,XL,B0986XNKJJ,1,INR,625.0
49452,405-9167952-3901115,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,JNE3601-KR-L,kurta,L,B08QJM4J9Z,1,INR,301.0
49456,171-0319749-3467528,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,MEN5011-KR-XXL,kurta,XXL,B08YZ3Q2B6,1,INR,709.0
49461,402-1084018-6307564,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,J0341-DR-L,Western Dress,L,B099NRCT7B,1,INR,885.0
49462,171-4159663-2161900,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,JNE3861-DR-XXL,Western Dress,XXL,B09SDY9GXB,1,INR,791.0
49463,402-2064234-2445136,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,J0150-KR-S,kurta,S,B08N19XG53,1,INR,399.0
49465,407-1326750-1493960,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,J0301-TP-M,Top,M,B099S9DTR2,1,INR,518.0
49468,402-0802305-2699559,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,SET281-KR-PP-L,Set,L,B0983DYB2P,1,INR,499.0
49478,405-2310950-7257943,05-31-22,Shipped - Returned to Seller,Merchant,Amazon.in,JNE3735-KR-XXXL,kurta,3XL,B09LV1Q3DT,1,INR,386.0
49495,407-9923506-4962739,05-31-22,Shipped - Returned to Seller,Merchant,Amazon.in,JNE3449-KR-XL,kurta,XL,B08BFL5B9S,1,INR,301.0
49496,171-2056641-9472360,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,NW012-TP-PJ-XL,Set,XL,B0922TK8CF,1,INR,537.0
49511,406-2084085-1366707,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,J0341-DR-L,Western Dress,L,B099NRCT7B,1,INR,885.0
49512,408-0390281-2104352,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,MEN5019-KR-XXXL,kurta,3XL,B08YYQXZHK,1,INR,655.0
49513,408-8678200-5500319,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,J0117-TP-XXXL,Top,3XL,B08N498WCX,1,INR,0.0
49527,408-0233894-9998774,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,SET291-KR-PP-M,Set,M,B099NK55YG,1,INR,605.0
49530,408-9014017-5037154,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,SET310-KR-NP-XXL,Set,XXL,B09RKDLD1W,1,INR,999.0
49532,404-8551292-8977145,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,SET401-KR-NP-XXXL,Set,3XL,B09VC71N98,1,INR,999.0
49539,402-5726603-0755523,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,JNE3800-KR-XXL,Western Dress,XXL,B09SDYNZQ5,1,INR,771.0
49542,406-5382737-4757938,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,JNE3627-KR-XL,kurta,XL,B08W2JV979,1,INR,329.0
49543,408-0563659-1020348,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,J0341-DR-L,Western Dress,L,B099NRCT7B,1,INR,885.0
49544,407-0681799-4061925,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,J0341-DR-L,Western Dress,L,B099NRCT7B,1,INR,885.0
49545,408-0865965-3904320,05-31-22,Shipped - Returned to Seller,Merchant,Amazon.in,SET327-KR-DPT-L,Set,L,B09PN4P12Y,1,INR,999.0
49553,405-9047942-8892364,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,J0157-DR-XL,Western Dress,XL,B098316HXL,1,INR,690.0
49555,407-3312852-7909912,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,JNE3568-KR-M,kurta,M,B08KRZRSCL,1,INR,435.0
49556,405-7203154-7926729,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,J0396-DR-XXXL,Western Dress,3XL,B09SDXPC2C,1,INR,859.0
49558,406-4722540-4325151,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,JNE3399-KR-XXXL,kurta,3XL,B082W7Y2KY,1,INR,469.0
49561,403-1431342-5345145,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,SET187-KR-DH-XL,Set,XL,B08B415N6S,1,INR,699.0
49564,402-3129179-0749965,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,JNE3606-KR-L,kurta,L,B08MYTXTRW,1,INR,487.0
49573,403-2388768-9793909,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,J0280-SKD-XXL,Set,XXL,B08QGMG4RW,1,INR,1556.0
49575,171-2469688-6745101,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,SET363-KR-NP-XS,Set,XS,B09TH9HS5R,1,INR,1149.0
49579,408-5430823-1578700,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,J0189-TP-XL,Top,XL,B08N4TVYBJ,1,INR,0.0
49589,406-9313894-6701904,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,JNE3869-DR-M,Western Dress,M,B09RK7Q644,1,INR,721.0
49591,405-2576408-1885141,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,JNE3436-KR-XL,kurta,XL,B081WYGJFV,1,INR,318.0
49594,404-1901566-8732342,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,J0113-TP-XXL,Top,XXL,B08V17688J,1,INR,574.0
49598,408-7324449-7240344,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,JNE3606-KR-S,kurta,S,B08MYTJ6LH,1,INR,487.0
49600,407-8281194-5659529,05-31-22,Shipped - Returned to Seller,Merchant,Amazon.in,JNE3709-DR-XXL,Western Dress,XXL,B091T8S3BP,1,INR,792.0
49601,407-9253455-3032307,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,J0346-SET-XL,Set,XL,B0983G1KLL,1,INR,478.0
49602,408-1512701-8024347,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,JNE3434-KR-M,kurta,M,B081WZ8S6B,1,INR,337.0
49603,408-1512701-8024347,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,JNE3710-DR-M,Western Dress,M,B091T25NQG,1,INR,699.0
49604,404-3193087-3999557,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,JNE3800-KR-S,Western Dress,S,B09SDXB141,1,INR,771.0
49605,408-7272031-0371526,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,JNE3431-KR-XL,kurta,XL,B08KS7M7F7,1,INR,333.0
49609,406-0292412-7809958,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,J0231-SKD-M,Set,M,B08XNK3MXN,1,INR,1238.0
49610,408-5360432-5813151,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,JNE3366-KR-1053-S,kurta,S,B07T65CC1N,1,INR,382.0
49617,408-3461842-2081920,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,SET369-KR-NP-XXL,Set,XXL,B09QJM97Z8,1,INR,1399.0
49618,408-3461842-2081920,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,J0280-SKD-XXL,Set,XXL,B08QGMG4RW,1,INR,1556.0
49626,408-6737930-3789114,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,J0339-DR-M,Western Dress,M,B09831YHGV,1,INR,0.0
49627,402-2394398-0682735,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,J0348-SET-L,Set,L,B09HNRTMH9,1,INR,478.0
49632,405-1766259-3610725,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,JNE3869-DR-M,Western Dress,M,B09RK7Q644,1,INR,721.0
49634,171-5844246-0209102,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,SET402-KR-NP-XL,Set,XL,B09VC53FQW,1,INR,988.0
49636,406-8043786-6040319,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,J0003-SET-XXXL,Set,3XL,B0894Y3VBB,1,INR,696.0
49640,403-4129507-0759566,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,J0041-SET-XL,Set,XL,B089G1ZNLX,1,INR,631.0
49644,402-7914537-3523552,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,J0341-DR-L,Western Dress,L,B099NRCT7B,1,INR,885.0
49649,402-1956260-3929908,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,JNE3619-KR-S,kurta,S,B091Q8JXX9,1,INR,301.0
49664,405-3949847-5870734,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,J0147-SET-XL,Set,XL,B091Z8TV5Q,1,INR,583.0
49668,404-9218160-9182769,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,JNE3487-KR-M,kurta,M,B08RP2Y81T,1,INR,345.0
49675,407-7789802-5937107,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,J0413-DR-S,Western Dress,S,B09TY2JJ87,1,INR,741.0
49679,403-5976582-3542707,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,JNE3798-KR-XS,Western Dress,XS,B09SDY7MHD,1,INR,771.0
49689,171-3225184-9032326,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,SET327-KR-DPT-S,Set,S,B09PN37FYX,1,INR,999.0
49696,407-9773262-9660335,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,J0377-SKD-XL,Set,XL,B09QJ35BD6,1,INR,999.0
49703,405-3391944-5904313,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,JNE3797-KR-XL,Western Dress,XL,B09SDXRYBG,1,INR,771.0
49735,402-3849925-4208311,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,JNE3790-KR-L,kurta,L,B09KXR4JZC,1,INR,307.0
49739,405-2545501-9787550,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,J0341-DR-XXXL,Western Dress,3XL,B099NSQP4Z,1,INR,885.0
49743,171-5657822-4080351,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,J0041-SET-L,Set,L,B089G28YYW,1,INR,631.0
49745,404-9785279-5481112,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,JNE3860-DR-L,Western Dress,L,B09SDY4TFK,1,INR,614.0
49746,408-2759454-7027516,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,NW012-TP-PJ-S,Set,S,B0922T13R1,1,INR,537.0
49747,406-0643099-2511563,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,SET355-KR-PP-XL,Set,XL,B09RKFFXVC,1,INR,1229.0
49751,408-0338417-3148319,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,J0182-SET-S,Set,S,B08VWLBY4C,1,INR,699.0
49752,408-0338417-3148319,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,SET240-KR-PP-XL,Set,XL,B08N4RXHV6,1,INR,579.0
49758,402-4611045-4313116,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,JNE3928-KR-XS,kurta,XS,B09XKC4KRL,1,INR,568.0
49759,402-2274754-6723504,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,JNE3869-DR-M,Western Dress,M,B09RK7Q644,1,INR,721.0
49766,407-9041571-2589127,05-31-22,Shipped - Returned to Seller,Merchant,Amazon.in,JNE3638-KR-XXL,kurta,XXL,B098126DTY,1,INR,517.0
49777,402-2261614-6593156,05-31-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,SET403-KR-NP-XL,Set,XL,B09VZ6HK5S,1,INR,999.0
